Close,High,Low,Open,Volume
AAPL,AAPL,AAPL,AAPL,AAPL
-1.352122373494531,-1.3569865908549694,-1.3516150549062917,-1.3532673432150262,0.25754038130644147
-1.3526032076096213,-1.3563264172170173,-1.3479151479293427,-1.353082100668827,-0.30894596712383793
-1.3504207680378169,-1.3550430083271363,-1.3476910262936355,-1.3528229505622051,-0.2294480590708139
-1.3456117252065234,-1.3502755801333215,-1.3452243797984786,-1.349637775756287,0.47707435333571285
-1.341616631629123,-1.345618283655369,-1.3397306979287247,-1.345304586273597,0.6108644170976594
-1.341172712004183,-1.3458016483138762,-1.338385295154931,-1.3422676284990178,-0.061766976394584235
-1.3388052423639807,-1.343784698771221,-1.3372641640862242,-1.342378745921017,0.16933503153454604
-1.34065484136757,-1.3460950164499637,-1.3387216733064295,-1.341786156863239,0.13219904919531844
-1.341431632068568,-1.3449214810577852,-1.3364793171975278,-1.341008366735888,0.06018155796699552
-1.3378804581161075,-1.3426478949294607,-1.338684307382907,-1.343860206772616,0.6757562938803184
-1.337917464129787,-1.3416944249378702,-1.3331158830527126,-1.3377122215559984,-0.11713832267307824
-1.3386941633072555,-1.3431978565727791,-1.3343863901835418,-1.339934248096746,0.022143786247715038
-1.3378804581161075,-1.3418777892940108,-1.3330411167493892,-1.3360456062140191,0.5396082726410204
-1.3375844405145136,-1.3405575252985162,-1.3328915778728836,-1.3377121402526895,-0.24004778014455042
-1.3379913541257737,-1.3431612238885022,-1.3339006110718206,-1.3393787493945266,-0.15424473814738604
-1.3309258596953168,-1.3358268089488465,-1.3309855511387134,-1.3361565918181313,0.5233243217864587
-1.3307039761524546,-1.3345800380337791,-1.3260525258138125,-1.3315271766391084,0.07686466149797416
-1.3306670311544613,-1.3349101258221947,-1.326052552659507,-1.3297865062060954,-0.34998477563247476
-1.3318507049588761,-1.3375504366522317,-1.3295654398354955,-1.3342677925403637,0.3754826054713928
-1.3328865072477882,-1.338430584882604,-1.3297149633176082,-1.3334530272543987,1.766862310014487
-1.3055124297915262,-1.305059154338818,-1.3058341950565286,-1.3116758458772069,6.407677427821144
-1.3063262875218897,-1.3090931112978572,-1.3029565878328238,-1.3081574372474019,0.6218411156991229
-1.3042916889577454,-1.309826508429089,-1.301536401642704,-1.3069352413414475,-0.05842592065865054
-1.299815547710353,-1.3050223600071686,-1.2987707600875327,-1.303898117500874,0.1144367550947683
-1.2952287545160388,-1.299191777412044,-1.292978308465581,-1.2986763119334985,0.9525021495293392
-1.2933419969595543,-1.2987148389883427,-1.2901004547009416,-1.2956761607310958,-0.16953819902713563
-1.2898125445913804,-1.2957655632024663,-1.288349700533854,-1.2924512213056325,0.22560816719309293
-1.2909272096547046,-1.2939609136660237,-1.2848590823960893,-1.289438332950528,-0.38675117216020527
-1.2865804216620538,-1.2907198105255036,-1.2822317369172112,-1.2871321928434278,-0.16722459184716384
-1.2801529072464921,-1.286042216305972,-1.280354914718983,-1.2856814120396696,0.5860504257137448
-1.2783326262801211,-1.281696293323569,-1.2752129087267337,-1.2780562474720383,0.7632224720292197
-1.2789269800793843,-1.2830590325136175,-1.2743871130664746,-1.277498280656753,-0.20054644861174145
-1.2775524187006961,-1.283316876170671,-1.2734112474512966,-1.2796185136734537,-0.22910804012423658
-1.273911460165994,-1.279928400559241,-1.270108240884647,-1.2754152940162995,-0.05843331237488048
-1.27238811203651,-1.278565589513239,-1.2696201907022258,-1.2746712857289222,-0.32973147316243423
-1.2745430640416817,-1.2772397848822654,-1.2689071431161327,-1.2711376736960607,-0.3333312389664159
-1.2740601248854175,-1.2802599443131866,-1.272735696777437,-1.2766056351286066,-0.26027151574967117
-1.2730569354807788,-1.277387026431652,-1.2689821696295192,-1.2720303545517964,-0.372566468714947
