Date,Close,High,Low,Open,Volume,Target
2017-01-03,26.862424850463867,26.904054162623346,26.5409547371957,26.781479455841893,115127600,26.832355499267578
2017-01-04,26.832355499267578,26.94568080498726,26.769912419453888,26.79303942070055,84472400,26.968814849853516
2017-01-05,26.968814849853516,27.026633250309512,26.783795262603302,26.809235499962146,88774400,27.269468307495117
2017-01-06,27.269468307495117,27.32728670173765,26.9364337920254,27.008128036253378,127007600,27.519241333007812
2017-01-09,27.519241333007812,27.621002267452354,27.276405145552374,27.278716610806264,134247600,27.5469970703125
2017-01-10,27.5469970703125,27.609440162390683,27.359666029600515,27.4683631332568,97848400,27.69501495361328
2017-01-11,27.69501495361328,27.736644274227046,27.42904994771855,27.46142811214285,110354400,27.579374313354492
2017-01-12,27.579374313354492,27.59093869810283,27.338849579303677,27.4984289135483,108344800,27.53080940246582
2017-01-13,27.53080940246582,27.66494851319364,27.477615698391848,27.54699848379659,104447600,27.75282859802246
2017-01-17,27.75282859802246,27.808333761164853,27.341161922801497,27.368913622134034,137759200,27.75051498413086
2017-01-18,27.75051498413086,27.868464998093444,27.685758667281533,27.75282821386899,94852000,27.701950073242188
2017-01-19,27.701950073242188,27.773644320850373,27.607128819742083,27.614066745061915,102389200,27.75282859802246
2017-01-20,27.75282859802246,27.856900999474114,27.69038551004693,27.856900999474114,130391600,27.771329879760742
2017-01-23,27.771329879760742,27.940158592711846,27.699633875357176,27.752827571238708,88200800,27.74588966369629
2017-01-24,27.74588966369629,27.77595459170511,27.637190806659174,27.648755190611862,92844000,28.1876220703125
2017-01-25,28.1876220703125,28.238502538017904,27.817584711287722,27.84996286992256,129510400,28.201499938964844
2017-01-26,28.201499938964844,28.317136724983918,28.122866006943664,28.13905508640724,105350400,28.203813552856445
2017-01-27,28.203813552856445,28.29632334161466,28.122868149372056,28.247756099524025,82251600,28.129802703857422
2017-01-30,28.129802703857422,28.129802703857422,27.905468830934062,27.967911916288553,121510000,28.065048217773438
2017-01-31,28.065048217773438,28.074299372591287,27.89621949466042,28.01879420816155,196804000,29.7764835357666
2017-02-01,29.7764835357666,30.178900972033343,29.374067863977842,29.378692560778134,447940000,29.725595474243164
2017-02-02,29.725595474243164,29.924490911057177,29.55214027454333,29.59839605314981,134841600,29.852792739868164
2017-02-03,29.852792739868164,29.878232973641808,29.640021479649796,29.67471110345267,98029200,30.132633209228516
2017-02-06,30.132633209228516,30.181202213806927,29.81116307393313,29.864358538222525,107383600,30.41941261291504
2017-02-07,30.41941261291504,30.548925248474873,30.16963673192623,30.190450506436633,152735200,30.537363052368164
2017-02-08,30.537363052368164,30.57899413332686,30.3477205449816,30.37778724073205,92016400,30.758028030395508
2017-02-09,30.758028030395508,30.764996036038536,30.45606812359539,30.57917428229576,113399600,30.68833351135254
2017-02-10,30.68833351135254,30.87880171584389,30.672076018721317,30.767310120966993,80262000,30.960098266601562
2017-02-13,30.960098266601562,31.08320793370608,30.83467065729793,30.911322241304532,92141600,31.361936569213867
2017-02-14,31.361936569213867,31.378194061784555,30.95080666280281,31.00190771531735,132904800,31.475770950317383
2017-02-15,31.475770950317383,31.65230326728689,31.26904511406858,31.47809598243937,142492400,31.438600540161133
2017-02-16,31.438600540161133,31.566349677548576,31.32013735161275,31.51292711768172,90338400,31.5245361328125
2017-02-17,31.5245361328125,31.55008666467567,31.380525977358985,31.380525977358985,88792800,31.752180099487305
2017-02-21,31.752180099487305,31.76379462721505,31.58494082412527,31.643009918507747,98028800,31.847400665283203
2017-02-22,31.847400665283203,31.849722152134923,31.615124386940902,31.689450952997976,83347600,31.712684631347656
2017-02-23,31.712684631347656,31.933346419157733,31.659262071915908,31.910120914483397,83152800,31.742874145507812
2017-02-24,31.742874145507812,31.742874145507812,31.422331776552433,31.568666952685003,87106400,31.80559730529785
2017-02-27,31.80559730529785,31.924060506166093,31.654619103090294,31.854376895818124,81029600,31.81952476501465
2017-02-28,31.81952476501465,31.924048368668988,31.752162667728886,31.840428776894655,93931600,32.46990203857422
2017-03-01,32.46990203857422,32.553521647368505,31.96121992468526,32.0285784914269,145658400,32.27710723876953
2017-03-02,32.27710723876953,32.58371002656248,32.23064915627459,32.518672964174456,104844000,32.46757507324219
2017-03-03,32.46757507324219,32.47918959499792,32.191165759026184,32.2352988151453,84432400,32.3653678894043
2017-03-06,32.3653678894043,32.46524850777307,32.193485753624444,32.37233589251678,87000000,32.407188415527344
2017-03-07,32.407188415527344,32.514033522306,32.237624174881674,32.30033976449384,69785200,32.28641128540039
2017-03-08,32.28641128540039,32.47223306639771,32.244603245410225,32.274796759540116,74828800,32.21207046508789
2017-03-09,32.21207046508789,32.23762099579877,31.833462566332393,32.22601001804751,88623600,32.318912506103516
2017-03-10,32.318912506103516,32.37001355709051,32.20277439827014,32.344463031597016,78451200,32.332862854003906
2017-03-13,32.332862854003906,32.386285414913104,32.24460026299205,32.25156826901258,69686800,32.284080505371094
2017-03-14,32.284080505371094,32.43738015213204,32.24923693781955,32.35608558302109,61236400,32.62553024291992
